"","datetime","days","crd"
"9829",2010-11-21,4,50
"7938",2011-04-03,2,50
"7994",2011-04-10,4.4,50
"8052",2011-04-17,3.9,50
"8113",2011-04-24,0.3,50
"8174",2011-05-01,1.5,50
"8235",2011-05-08,6.6,50
"8297",2011-05-15,4.3,50
"8359",2011-05-22,4.3,50
"8420",2011-05-29,2.2,50
"8482",2011-06-05,4.7,50
"8544",2011-06-12,3.7,50
"8606",2011-06-19,3.6,50
"8668",2011-06-26,1.9,50
"8730",2011-07-03,4.8,50
"8791",2011-07-10,5.6,50
"8853",2011-07-17,5.3,50
"8915",2011-07-24,4.9,50
"8977",2011-07-31,5.6,50
"9039",2011-08-07,6,50
"9101",2011-08-14,6.6,50
"9163",2011-08-21,6.6,50
"9225",2011-09-04,4.5,50
"9287",2011-09-11,6.5,50
"9349",2011-09-18,5.6,50
"9411",2011-09-25,6.5,50
"9473",2011-10-02,5.9,50
"9535",2011-10-09,7,50
"9596",2011-10-16,5.4,50
"9657",2011-10-23,6.9,50
"9719",2011-10-30,7,50
"9760",2011-11-06,5.2,50
"9784",2011-11-13,3.9,50
"9808",2011-11-20,6.6,50
"9830",2011-11-27,6,50
"7892",2012-04-01,4.3,50
"7939",2012-04-08,5.9,50
"7995",2012-04-15,4.4,50
"8053",2012-04-22,1.1,50
"8114",2012-04-29,4.1,50
"8175",2012-05-06,1.6,50
"8236",2012-05-13,5.3,50
"8298",2012-05-20,6.9,50
"8360",2012-05-27,5.9,50
"8421",2012-06-03,5.7,50
"8483",2012-06-10,6.9,50
"8545",2012-06-17,5.6,50
"8607",2012-06-24,5.7,50
"8669",2012-07-01,6.5,50
"8731",2012-07-08,6.8,50
"8792",2012-07-15,6.5,50
"8854",2012-07-22,6.9,50
"8916",2012-07-29,6.2,50
"8978",2012-08-05,6,50
"9040",2012-08-12,5.4,50
"9102",2012-08-19,6,50
"9164",2012-08-26,5.8,50
"9226",2012-09-02,6.4,50
"9288",2012-09-09,5.8,50
"9350",2012-09-16,6,50
"9412",2012-09-23,6.5,50
"9474",2012-10-07,6.9,50
"9536",2012-10-14,5.9,50
"9597",2012-10-21,4.4,50
"9658",2012-10-28,3.9,50
"9720",2012-11-04,6.1,50
"9761",2012-11-11,5.5,50
"9785",2012-11-18,6,50
"9809",2012-11-25,6.6,50
"7940",2013-04-07,2.4,50
"7996",2013-04-14,0.9,50
"8054",2013-04-21,0.2,50
"8115",2013-04-28,2.1,50
"8176",2013-05-05,2.3,50
"8237",2013-05-12,1,50
"8299",2013-05-19,5.7,50
"8361",2013-05-26,1.7,50
"8422",2013-06-02,0.2,50
"8484",2013-06-09,1.3,50
"8546",2013-06-16,2.9,50
"8608",2013-06-23,4.9,50
"8670",2013-06-30,4.2,50
"8732",2013-07-07,6.5,50
"8793",2013-07-14,6.7,50
"8855",2013-07-21,6.8,50
"8917",2013-07-28,6,50
"8979",2013-08-04,5.8,50
"9041",2013-08-11,6.5,50
"9103",2013-08-18,6.6,50
"9165",2013-08-25,6.8,50
"9227",2013-09-01,6.9,50
"9289",2013-09-08,7,50
"9351",2013-09-15,6.8,50
"9413",2013-09-22,4.8,50
"9475",2013-09-29,6,50
"9659",2013-10-20,5.3,50
"9721",2013-10-27,4.2,50
"9762",2013-11-03,5.5,50
"9786",2013-11-10,3.9,50
"9810",2013-11-17,4.9,50
"9831",2013-11-24,4.2,50
"7941",2014-04-06,0.8,50
"7997",2014-04-13,3.8,50
"8055",2014-04-20,2.9,50
"8116",2014-04-27,3.2,50
"8177",2014-05-04,0.8,50
"8238",2014-05-11,4.9,50
"8300",2014-05-18,2.5,50
"8362",2014-05-25,4.9,50
"8423",2014-06-01,4.6,50
"8485",2014-06-08,4,50
"8547",2014-06-15,5.8,50
"8609",2014-06-22,2,50
"8671",2014-06-29,1.7,50
"8733",2014-07-06,1.4,50
"8794",2014-07-13,3.6,50
"8856",2014-07-20,6.3,50
"8918",2014-07-27,5.4,50
"8980",2014-08-03,6.5,50
"9042",2014-08-10,4.4,50
"9104",2014-08-17,5.5,50
"9166",2014-08-24,4.7,50
"9228",2014-08-31,1.7,50
"9290",2014-09-07,2.9,50
"9352",2014-09-14,2.3,50
"9414",2014-09-21,4.8,50
"9476",2014-09-28,4.7,50
"9537",2014-10-05,3.2,50
"9598",2014-10-12,5,50
"9660",2014-10-19,3.6,50
"9722",2014-10-26,4.6,50
"9763",2014-11-02,6.1,50
"9787",2014-11-09,6.6,50
"9811",2014-11-16,4.6,50
"9832",2014-11-23,3.5,50
"7942",2015-04-05,4.2,50
"7998",2015-04-12,2.6,50
"8056",2015-04-19,5.1,50
"8117",2015-04-26,1.9,50
"8178",2015-05-03,6.1,50
"8239",2015-05-10,3.3,50
"8301",2015-05-17,2.8,50
"8363",2015-05-24,3.6,50
"8424",2015-05-31,2.1,50
"8486",2015-06-07,4.8,50
"8548",2015-06-14,3.4,50
"8610",2015-06-21,3.9,50
"8672",2015-06-28,2.3,50
"8734",2015-07-05,4.5,50
"8795",2015-07-12,4.6,50
"8857",2015-07-19,4.8,50
"8919",2015-07-26,4.8,50
"8981",2015-08-02,4.7,50
"9043",2015-08-09,5.3,50
"9105",2015-08-16,5.3,50
"9167",2015-08-23,4.1,50
"9229",2015-08-30,4,50
"9291",2015-09-06,4,50
"9353",2015-09-13,5.3,50
"9415",2015-09-20,4.5,50
"9477",2015-09-27,5.3,50
"9538",2015-10-04,5.5,50
"9599",2015-10-11,6.6,50
"9661",2015-10-18,6.8,50
"9723",2015-10-25,5.2,50
"9764",2015-11-01,3.6,50
"9788",2015-11-08,5.4,50
"9812",2015-11-15,4.8,50
"9833",2015-11-22,3.5,50
"9844",2015-11-29,2.3,50
"7943",2016-04-03,3.1,50
"7999",2016-04-10,3.5,50
"8057",2016-04-17,6.2,50
"8118",2016-04-24,4.5,50
"8179",2016-05-01,2.5,50
"8240",2016-05-08,4.2,50
"8302",2016-05-15,2.7,50
"8364",2016-05-22,6.1,50
"8425",2016-05-29,2.8,50
"8487",2016-06-05,5.2,50
"8549",2016-06-12,6.1,50
"8611",2016-06-19,5.9,50
"8673",2016-06-26,6.2,50
"8735",2016-07-03,5.3,50
"8796",2016-07-10,4.9,50
"8858",2016-07-17,4.5,50
"8920",2016-07-24,3.5,50
"8982",2016-07-31,5.6,50
"9044",2016-08-07,5,50
"9106",2016-08-14,3.6,50
"9168",2016-08-21,4.6,50
"9230",2016-08-28,4.4,50
"9292",2016-09-04,5.7,50
"9354",2016-09-11,4.5,50
"9416",2016-09-18,3.8,50
"9478",2016-09-25,3.1,50
"9539",2016-10-02,5,50
"9600",2016-10-09,5.4,50
"9662",2016-10-16,5.5,50
"9724",2016-10-23,6.3,50
"9765",2016-10-30,5.7,50
"9789",2016-11-06,6.2,50
"9813",2016-11-13,6.6,50
"9834",2016-11-20,6.3,50
"9845",2016-11-27,5,50
"7944",2017-04-02,1.1,50
"8000",2017-04-09,1.2,50
"8058",2017-04-16,3.2,50
"8119",2017-04-23,3.5,50
"8180",2017-04-30,3.2,50
"8241",2017-05-07,4,50
"8303",2017-05-14,4.6,50
"8365",2017-05-21,2.2,50
"8426",2017-05-28,1.9,50
"8488",2017-06-04,5.5,50
"8550",2017-06-11,6.7,50
"8612",2017-06-18,4.9,50
"8674",2017-06-25,4.9,50
"8736",2017-07-02,4.1,50
"8797",2017-07-09,6.3,50
"8859",2017-07-16,6.2,50
"8921",2017-07-23,5.4,50
"8983",2017-07-30,6.1,50
"9045",2017-08-06,5.8,50
"9107",2017-08-13,6.3,50
"9169",2017-08-20,3.8,50
"9231",2017-08-27,4.5,50
"9293",2017-09-03,6.3,50
"9355",2017-09-10,6.8,50
"9417",2017-09-17,6.4,50
"9479",2017-09-24,5.7,50
"9540",2017-10-01,5.2,50
"9601",2017-10-08,3.2,50
"9663",2017-10-15,2.1,50
"9725",2017-10-22,5.1,50
"9766",2017-10-29,5.3,50
"9790",2017-11-05,5.9,50
"9814",2017-11-12,6.1,50
"9835",2017-11-19,5.9,50
"9846",2017-11-26,6.7,50
"7945",2018-04-01,0.7,50
"8001",2018-04-08,0.8,50
"8059",2018-04-15,1,50
"8120",2018-04-22,1.5,50
"8181",2018-04-29,5.4,50
"8242",2018-05-06,2.7,50
"8304",2018-05-13,4.5,50
"8366",2018-05-20,4.7,50
"8427",2018-05-27,5.1,50
"8489",2018-06-03,5.4,50
"8551",2018-06-10,5,50
"8613",2018-06-17,4.3,50
"8675",2018-06-24,2.2,50
"8737",2018-07-01,3,50
"8798",2018-07-08,4.6,50
"8860",2018-07-15,5.6,50
"8922",2018-07-22,5.3,50
"8984",2018-07-29,6.3,50
"9046",2018-08-05,6.2,50
"9108",2018-08-12,5.2,50
"9170",2018-08-19,5.1,50
"9232",2018-08-26,3.9,50
"9294",2018-09-02,1.6,50
"9356",2018-09-09,1.1,50
"9418",2018-09-16,6.4,50
"9480",2018-09-23,3.1,50
"9541",2018-09-30,2.6,50
"9602",2018-10-07,1.2,50
"9664",2018-10-14,1.5,50
"9726",2018-10-21,4.9,50
"9767",2018-10-28,6.3,50
"9791",2018-11-04,5.4,50
"9815",2018-11-11,3.8,50
"9836",2018-11-18,5.1,50
"9847",2018-11-25,4.2,50
"7946",2019-03-31,0.4,50
"8002",2019-04-07,0.8,50
"8060",2019-04-14,2.1,50
"8121",2019-04-21,4.7,50
"8182",2019-04-28,5.4,50
"8243",2019-05-05,3.3,50
"8305",2019-05-12,2.2,50
"8367",2019-05-19,2.4,50
"8428",2019-05-26,0.7,50
"8490",2019-06-02,1.7,50
"8552",2019-06-09,5.4,50
"8614",2019-06-16,5.3,50
"8676",2019-06-23,2.7,50
"8738",2019-06-30,4.2,50
"8799",2019-07-07,4.3,50
"8861",2019-07-14,6.3,50
"8923",2019-07-21,5.1,50
"8985",2019-07-28,6.4,50
"9047",2019-08-04,6.7,50
"9109",2019-08-11,6.2,50
"9171",2019-08-18,5.9,50
"9233",2019-08-25,4.9,50
"9295",2019-09-01,5.7,50
"9357",2019-09-08,5.8,50
"9419",2019-09-15,3.5,50
"9481",2019-09-22,3,50
"9542",2019-09-29,2.6,50
"9603",2019-10-06,1,50
"9665",2019-10-13,2.6,50
"9727",2019-10-20,5.1,50
"9768",2019-10-27,3.8,50
"9792",2019-11-03,4.6,50
"9816",2019-11-10,5.2,50
"9837",2019-11-17,3.8,50
"5",2020-04-05,3.1,50
"14",2020-04-12,5.1,50
"23",2020-04-19,3.1,50
"32",2020-04-26,5.2,50
"41",2020-05-03,6.4,50
"50",2020-05-10,4.7,50
"59",2020-05-17,4.3,50
"68",2020-05-24,3,50
"77",2020-05-31,2.9,50
"86",2020-06-07,5.2,50
"95",2020-06-14,4.1,50
"104",2020-06-21,4.8,50
"113",2020-06-28,3.9,50
"122",2020-07-05,6.4,50
"131",2020-07-12,6.2,50
"140",2020-07-19,5.6,50
"149",2020-07-26,6.3,50
"158",2020-08-02,6.3,50
"167",2020-08-09,6.4,50
"176",2020-08-16,4.8,50
"185",2020-08-23,6,50
"194",2020-08-30,6.9,50
"203",2020-09-06,6.8,50
"212",2020-09-13,0.9,50
"221",2020-09-20,6.2,50
"230",2020-09-27,6.5,50
"239",2020-10-04,5.6,50
"248",2020-10-11,6.5,50
"257",2020-10-18,6.4,50
"266",2020-10-25,3.6,50
"275",2020-11-01,5.5,50
"284",2020-11-08,6.8,50
"293",2020-11-15,5.2,50
"302",2020-11-22,6.4,50
"311",2020-11-29,5.1,50
